Year,Year_Factor
2012,0.9736494204990735
2013,0.9825453240109389
2014,1.0035636307656541
2015,0.995342035888635
2016,0.9846368130454726
2017,1.008241701496828
2018,1.0040831757993338
2019,0.9858842524987693
